dataset,method,variant,seed,fit_time_sec,n_iter,converged,rmse,fit_error
logistic_growth,bfgs,zzu,1,0.008468957999999915,12.0,True,3.3884070343835067,
logistic_growth,bfgs,pure,2,0.0020087499999998926,14.0,True,3.0822877600275267,
logistic_growth,bfgs,zzu,2,0.008781875000000383,14.0,True,3.066931161506483,
logistic_growth,bfgs,pure,3,0.0019921250000010104,14.0,True,2.8441904121117374,
logistic_growth,bfgs,zzu,3,0.008668291999999411,14.0,True,2.836905578425892,
logistic_growth,bfgs,pure,4,0.0017313340000004729,12.0,True,3.244032260828707,
logistic_growth,bfgs,zzu,4,0.00839491700000039,12.0,True,3.230888647355948,
logistic_growth,bfgs,pure,5,0.0020107910000000118,14.0,True,3.1802840986147283,
logistic_growth,bfgs,zzu,5,0.015079874999999632,14.0,True,3.19060235876733,
logistic_growth,bfgs,pure,6,0.0017296660000010178,12.0,True,2.6936899776993433,
logistic_growth,bfgs,zzu,6,0.00845554100000001,12.0,True,2.7205737865190684,
logistic_growth,bfgs,pure,7,0.001882958000001267,13.0,True,2.708461008588198,
logistic_growth,bfgs,zzu,7,0.008577957999998276,13.0,True,2.733284473053696,
logistic_growth,bfgs,pure,8,0.001745958000000769,12.0,True,3.145179070019542,
logistic_growth,bfgs,zzu,8,0.01490025000000017,12.0,True,3.1447112116100353,
logistic_growth,bfgs,pure,9,0.0015708749999987504,11.0,True,3.7718890839804406,
logistic_growth,bfgs,zzu,9,0.0083354170000014,11.0,True,3.748719340838519,
multivariable_nonlinear,gradient_descent,pure,0,0.8932196250000004,5000.0,False,4.6654074219713415,
multivariable_nonlinear,gradient_descent,zzu,0,0.9154280000000004,5000.0,False,4.673225213514005,
multivariable_nonlinear,gradient_descent,pure,1,0.8975684590000004,5000.0,False,4.75373402174412,
multivariable_nonlinear,gradient_descent,zzu,1,0.9133740830000008,5000.0,False,4.740746679922201,
multivariable_nonlinear,gradient_descent,pure,2,0.8970164169999997,5000.0,False,5.649660439467799,
multivariable_nonlinear,gradient_descent,zzu,2,0.020456208000002363,,,,Box--Cox requires y > 0.
multivariable_nonlinear,gradient_descent,pure,3,0.8933730420000003,5000.0,False,4.743568243281294,
multivariable_nonlinear,gradient_descent,zzu,3,0.9114660000000008,5000.0,False,4.728851641727409,
multivariable_nonlinear,gradient_descent,pure,4,0.8946115839999997,5000.0,False,5.18529044210806,
multivariable_nonlinear,gradient_descent,zzu,4,0.9171222499999985,5000.0,False,5.165433063990513,
multivariable_nonlinear,gradient_descent,pure,5,0.9060048330000008,5000.0,False,4.775887997893275,
multivariable_nonlinear,gradient_descent,zzu,5,0.925787291999999,5000.0,False,4.785548831770658,
