dataset,method,family,seed,converged,n_iter,error,n_valid,rmse,mae,mse,r2,zzu_best_transform
exponential_multiplicative,power_0.5_smear,linearized_ols,3,,,,24,4.176555545737535,3.046923260690568,17.443616226630954,0.9237342200367492,
exponential_multiplicative,power_2_smear,linearized_ols,3,,,,24,17.83493543592672,15.79460287356968,318.08492200367465,-0.39070903395157974,
exponential_multiplicative,boxcox_no_smear,linearized_ols,3,,,,24,3.4359714378180386,2.503397894444283,11.80589972150136,0.9483830566592254,
exponential_multiplicative,boxcox_smear,linearized_ols,3,,,,24,3.7209127411615563,2.476511826112434,13.845191627338407,0.9394670047494177,
exponential_multiplicative,yeojohnson_no_smear,linearized_ols,3,,,,24,3.4679773416302124,2.54206284739563,12.026866842060556,0.9474169594018257,
exponential_multiplicative,yeojohnson_smear,linearized_ols,3,,,,24,3.7933538990277227,2.4808784254744043,14.389533803268828,0.9370870693005486,
exponential_multiplicative,GD,nonlinear,3,True,2778.0,,24,3.5539618789608722,2.4328098139722543,12.630645037107092,0.9447771618752253,
exponential_multiplicative,GN,nonlinear,3,True,23.0,,24,3.55451129330323,2.4329622703199374,12.634550534220201,0.9447600865291729,
exponential_multiplicative,BFGS,nonlinear,3,True,10.0,,24,3.5545112927299165,2.432962270212759,12.634550530144503,0.9447600865469923,
exponential_multiplicative,ZZU,zzu_hybrid,3,True,8.0,,24,3.5487356446852565,2.430402796158902,12.593524675859681,0.9449394569673822,log_smear
exponential_multiplicative,identity,linearized_ols,4,,,,24,15.379202479606048,10.093573293594652,236.5198689087208,0.5715309631033882,
exponential_multiplicative,log_no_smear,linearized_ols,4,,,,24,12.71712220383097,7.542854249287323,161.72519714717066,0.707025715077217,
exponential_multiplicative,log_smear,linearized_ols,4,,,,24,12.451649898517692,7.434216970990373,155.04358519525564,0.7191298306898413,
exponential_multiplicative,reciprocal_no_smear,linearized_ols,4,,,,24,44.82872068203786,22.79801214313494,2009.6141979881688,-2.6405290765574203,
exponential_multiplicative,reciprocal_smear,linearized_ols,4,,,,24,66.14743430120403,36.79917114511863,4375.483064632103,-6.9264335098370555,
exponential_multiplicative,power_0.5_smear,linearized_ols,4,,,,24,14.284510494970474,8.270210119566913,204.04724008092163,0.6303569554546603,
exponential_multiplicative,power_2_smear,linearized_ols,4,,,,24,18.646364788522522,15.500757959939945,347.6869198266525,0.3701456018599103,
exponential_multiplicative,boxcox_no_smear,linearized_ols,4,,,,24,13.015092628516525,7.542357667333561,169.3926361288652,0.6931357183885325,
exponential_multiplicative,boxcox_smear,linearized_ols,4,,,,24,12.79502145766615,7.456267657599092,163.7125741021372,0.7034254700163097,
exponential_multiplicative,yeojohnson_no_smear,linearized_ols,4,,,,24,12.913985560086804,7.574014068371412,166.7710230461305,0.697884917844196,
exponential_multiplicative,yeojohnson_smear,linearized_ols,4,,,,24,12.650352056355656,7.4770878321901195,160.0314071497418,0.7100941108625348,
exponential_multiplicative,GD,nonlinear,4,False,5000.0,,24,12.649424331608632,7.488481771684889,160.00793592109247,0.7101366303125098,
exponential_multiplicative,GN,nonlinear,4,True,23.0,,24,12.65447825330471,7.480030890848906,160.13581986336183,0.709904961362956,
exponential_multiplicative,BFGS,nonlinear,4,True,13.0,,24,12.654478253306863,7.480030890848066,160.1358198634163,0.7099049613628574,
exponential_multiplicative,ZZU,zzu_hybrid,4,True,9.0,,24,12.655195483549495,7.48033832325721,160.15397272685155,0.7098720764304036,log_smear
exponential_multiplicative,identity,linearized_ols,5,,,,24,7.6635511153978,6.055648218747156,58.730015698314865,0.40222598406123344,
exponential_multiplicative,log_no_smear,linearized_ols,5,,,,24,4.304245544930387,3.166075443533662,18.526529711053087,0.8114306979982155,
exponential_multiplicative,log_smear,linearized_ols,5,,,,24,4.538584134873484,3.2662100942247156,20.598745949325295,0.7903389784078692,
exponential_multiplicative,reciprocal_no_smear,linearized_ols,5,,,,24,27.71410097312454,9.237970249494401,768.0713927485427,-6.8176910990362956,
exponential_multiplicative,reciprocal_smear,linearized_ols,5,,,,24,225.3624219026363,68.58764041772405,50788.22120582185,-515.9397384217226,
exponential_multiplicative,power_0.5_smear,linearized_ols,5,,,,24,5.291035527216289,3.7937160849723295,27.995056950264953,0.7150568168488582,
exponential_multiplicative,power_2_smear,linearized_ols,5,,,,24,20.66131946134676,18.63180716187027,426.8901218838264,-3.3450324248833185,
exponential_multiplicative,boxcox_no_smear,linearized_ols,5,,,,24,4.304245544930387,3.166075443533662,18.526529711053087,0.8114306979982155,
exponential_multiplicative,boxcox_smear,linearized_ols,5,,,,24,4.538584134873484,3.2662100942247156,20.598745949325295,0.7903389784078692,
exponential_multiplicative,yeojohnson_no_smear,linearized_ols,5,,,,24,4.246952314761436,3.125653731805022,18.03660396385752,0.8164173283937749,
exponential_multiplicative,yeojohnson_smear,linearized_ols,5,,,,24,4.473953939196239,3.232165279609187,20.016263850049544,0.7962676787420409,
